TIMESTAMP,DEVICE_ID,USER_ID,RAW_INTENSITY,STEPS,RAW_KIND,HEART_RATE
1485012240,1,1,-1,-1,1,99
1485012271,1,1,-1,-1,1,70
1485012280,1,1,-1,-1,1,98
1485012295,1,1,-1,-1,1,81
1485012311,1,1,-1,-1,1,102
1485012332,1,1,-1,-1,1,101
1485012342,1,1,-1,-1,1,100
1485012360,1,1,-1,-1,1,98
1485012375,1,1,-1,-1,1,84
1485012390,1,1,-1,-1,1,91
1485012400,1,1,-1,-1,1,92
1485012420,1,1,-1,-1,1,89
1485012430,1,1,-1,-1,1,103
1485012450,1,1,-1,-1,1,98
1485012480,1,1,-1,-1,1,100
1485012495,1,1,-1,-1,1,66
1485012507,1,1,-1,-1,1,93
1485012526,1,1,-1,-1,1,88
1485012541,1,1,-1,-1,1,80
1485012555,1,1,-1,-1,1,100
1485012567,1,1,-1,-1,1,105
1485012586,1,1,-1,-1,1,102
1485012600,1,1,-1,-1,1,99
1485012616,1,1,-1,-1,1,60
1485012630,1,1,-1,-1,1,93
1485012642,1,1,-1,-1,1,97
1485012661,1,1,-1,-1,1,97
1485012676,1,1,-1,-1,1,55
1485012690,1,1,-1,-1,1,84
1485012706,1,1,-1,-1,1,90
1485012715,1,1,-1,-1,1,100
1485012730,1,1,-1,-1,1,98
1485012751,1,1,-1,-1,1,94
1485012762,1,1,-1,-1,1,100
1485012782,1,1,-1,-1,1,101
1485012796,1,1,-1,-1,1,96
1485012811,1,1,-1,-1,1,100
1485012821,1,1,-1,-1,1,101
1485012835,1,1,-1,-1,1,97
1485012856,1,1,-1,-1,1,86
1485012865,1,1,-1,-1,1,108
1485012881,1,1,-1,-1,1,89
1485012897,1,1,-1,-1,1,109
1485012911,1,1,-1,-1,1,100
1485012927,1,1,-1,-1,1,104
1485012941,1,1,-1,-1,1,97
1485012956,1,1,-1,-1,1,101
1485012980,1,1,-1,-1,1,0
1485012986,1,1,-1,-1,1,101
1485013001,1,1,-1,-1,1,106
1485013016,1,1,-1,-1,1,100
1485013031,1,1,-1,-1,1,93
1485013046,1,1,-1,-1,1,77
1485013066,1,1,-1,-1,1,70
